Num,Scenario,Thought,Label
1408,I did not progress the project assigned to I by Ir teacher as scheduled and were criticized by Ir teacher.,I didn't complete the task perfectly. I'm sure I'll offend the teacher and be targeted. My future will be ruined.,Fortune-telling
1409,I feel that I have poor expressive skills and are prone to saying the wrong things,I have such poor communication skills that I will definitely run into obstacles everywhere in the future. My life is ruined by my poor communication skills.,All-or-nothing thinking
1410,"When someone says I look unhappy, it's as if they owe I money.","Blame me for being rude to him. If I were calmer, he wouldn't say that to me.",Personalization
1411,I feel sad because Ir boss has decided to reduce the salaries of all of Ir employees.,"The company's revenue has not changed, but the boss suddenly issued a notice to cut everyone's salary. What a damn guy!",Labeling
1412,"A friend asks I out for dinner, but I already have an appointment.","He must be very angry. After all, I rejected his invitation. He must hate me.",Mind Reading
1413,One time I hear Ir boyfriend or girlfriend chatting with their bestie of the opposite sex.,"Haha, I am really obsessed with looks. My values are determined by their features. When I see a handsome guy, I start chatting with him without considering my feelings at all.",Labeling
1414,"The test results are out, and Ir credit score has dropped again. Ir counselor tells I that I may be expelled.","Friends, did you do well in the exam? Is it too late to start reviewing for the make-up exam now?",No Distortion
1415,"I have a friend I've been with for two years, and now he hasn't been in touch with I in the last few weeks.",It's all because I've been too busy lately and neglected her. That's why he doesn't come to see me. It's all my fault that my friends stay away from me.,Personalization
1416,I find that Ir roommate seems to be competing with I secretly.,"I don't care what he does, I just live my life well.",No Distortion
1417,I go to a restaurant to eat and find a small bug in Ir food.,I have been so unlucky these past few days. Nothing good has happened to me. I wonder if I will always be so unlucky in my life. Why do these things always happen to me? Is it destined?,Fortune-telling
1418,"I have symptoms of dry eye syndrome and the doctor told I not to use electronic screens, which makes I very upset.","Staying up late to play games is fun, but getting up early makes me feel sick. I really brought this upon myself.",No Distortion
1419,"My mother and I discussed future plans. She mentioned many plans and expressed her concerns about the current situation, but I didn’t agree with some of them.","I can't give in now. If I agree to her plan this time, I will be controlled by her in the future.",Overgeneralization
1420,I have always lived in a family with relatively poor economic conditions and Ir parents do not have a high income.,"I am always sad because I can’t buy what I want, but when I look at my parents’ tired faces I can’t say a word of complaint.",No Distortion
1421,"My grades weren't improving, and my father would turn his face away and ignore me as soon as he saw me.",I am a disgrace to my family. I have brought shame to my parents.,Labeling
1422,"I have symptoms of dry eye syndrome and the doctor told I not to use electronic screens, which makes I very upset.",I may have to live with this uncomfortable feeling for the rest of my life. Why don't I protect my eyes?,No Distortion
1423,I are a teacher and there are children in the school who are disobedient and disruptive in class.,"Being naughty is a child's nature, and we, the people's teachers, are needed to guide them onto the right track.",No Distortion
1424,"I thought I would definitely get a scholarship, but unfortunately I didn't get it.","I definitely won't get it. If I don't get the scholarship, I will always be miserable.",Overgeneralization
1425,"I woke up in the morning and wanted to sleep a little longer, but when I woke up I found that I was late.","Oh my God, why am I always late? This bad habit has been deeply engraved in my life.",Overgeneralization
1426,"I have been very busy at work recently and Ir boss has put a lot of pressure on I, but Ir colleagues around I don't seem to be abnormal.","I hate the never-ending work and my coworkers are worse than me, so I might as well just give up.",Emotional Reasoning
1427,I are not a good-looking child and I feel a little inferior.,I don’t even dare to look in the mirror. I’m so ugly. I’m just an ugly person.,No Distortion
